cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
284	1	482.324	1	482.324	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:284###	 	G1,	324.93	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=284	1	1	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	67
287	1	399.326	1	399.326	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:287###	 	G1,	323.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=287	1	0	Spectral Match to Chenodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
286	1	496.273	1	496.273	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:286###	 	G1,	182.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=286	1	1	Spectral Match to Tauroursodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	47
1094	1	611.265	1	611.265	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1094###	 	G1,	169.78	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1094	1	1	N/A	0	N/A	47
1095	1	476.229	1	476.229	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1095###	 	G1,	100.3	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1095	1	0	N/A	0	N/A	205
1083	1	576.314	2	288.657	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1083###	 	G1,	114.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1083	1	0	N/A	0	N/A	35
1097	1	218.139	1	218.139	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1097###	 	G1,	153.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1097	1	1	N-3-Hydroxyoctanoyl-L-homoserine lactone	1	NIST17;	142
678	1	300.289	1	300.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:678###	 	G1,	335.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=678	1	1	Heptadecanoyl ethanolamide	1	NIST17;	23
679	1	1387.8	2	694.399	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:679###	 	G1,	230.93	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=679	1	1	N/A	0	N/A	185
1092	1	162.055	1	162.055	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1092###	 	G1,	124.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1092	1	0	1H-Indole-3-carboxylic acid, 1-(5-hydroxypentyl)-, 8-quinolinyl ester	1	NIST17;	-1
1093	1	240.159	1	240.159	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1093###	 	G1,	141.94	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1093	1	1	N/A	0	N/A	-1
674	1	799.57	1	799.57	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:674###	 	G1,	229.89	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=674	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
675	1	591.317	1	591.317	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:675###	 	G1,	209.88	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=675	1	0	Spectral Match to Urobilin from NIST14	1	GNPS-NIST14-MATCHES;	31
676	1	1045.59	2	523.293	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:676###	 	G1,	311.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=676	1	1	Spectral Match to Lyso-PC(16:0) from NIST14	1	GNPS-NIST14-MATCHES;	3
677	1	741.415	2	371.207	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:677###	 	G1,	144.05	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=677	1	1	N/A	0	N/A	105
670	1	405.302	1	405.302	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:670###	 	G1,	293.19	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=670	1	0	3.alpha.-Hydroxy-7-oxo-5.beta.-cholanic acid	1	NIST17;	-1
671	1	905.441	2	453.22	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:671###	 	G1,	132.34	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=671	1	0	N/A	0	N/A	184
672	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:672###	 	G1,	90.61	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=672	1	0	Cyanuric acid	1	NIST17;	19
673	1	589.301	1	589.301	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:673###	 	G1,	326.01	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=673	1	0	N/A	0	N/A	11
263	1	462.368	1	462.368	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:263###	 	G1,	343.09	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=263	1	1	Spectral Match to (+)-.alpha.-Tocopherol from NIST14	1	GNPS-NIST14-MATCHES;	6
262	1	258.11	1	258.11	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:262###	 	G1,	17.85	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=262	1	0	Glycerophosphocholine	1	NIST17;	3
261	1	413.306	1	413.306	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:261###	 	G1,	336.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=261	1	0	7.alpha.-Hydroxy-3-oxo-4-cholestenoic acid	1	NIST17;	87
260	1	316.223	1	316.223	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:260###	 	G1,	135.48	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=260	1	1	Spectral Match to Ile-Gly-Ile from NIST14	1	GNPS-NIST14-MATCHES;	35
267	1	817.582	1	817.582	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:267###	 	G1,	230.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=267	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
266	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:266###	 	G1,	307.15	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=266	1	0	Cyanuric acid	1	NIST17;	19
265	1	206.045	1	206.045	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:265###	 	G1,	83.45	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=265	1	0	Indole-3-pyruvic acid	1	NIST17;	35
264	1	406.296	1	406.296	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:264###	 	G1,	292.22	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=264	1	1	NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	191
1031	1	503.338	1	503.338	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1031###	 	G1,	270.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1031	1	0	NCGC00385237-01_C30H48O4_	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	30
269	1	410.29	1	410.29	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:269###	 	G1,	315.35	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=269	1	1	N/A	0	N/A	-1
268	1	345.216	1	345.216	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:268###	 	G1,	268.41	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=268	1	0	N/A	0	N/A	-1
701	1	326.305	1	326.305	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:701###	 	G1,	337.94	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=701	1	1	Palmitoleoyl ethanolamide	1	NIST17;	23
59	1	498.289	1	498.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:59###	 	G1,	196.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=59	1	1	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	24
58	1	244.078	1	244.078	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:58###	 	G1,	20.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=58	1	0	N/A	0	N/A	-1
55	1	613.281	1	613.281	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:55###	 	G1,	189.59	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=55	1	1	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	24
54	1	203.139	1	203.139	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:54###	 	G1,	37.31	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=54	1	0	Spectral Match to Gly-Leu from NIST14	1	GNPS-NIST14-MATCHES;	109
57	1	494.324	1	494.324	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:57###	 	G1,	300.81	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=57	1	1	Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
56	1	407.279	1	407.279	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:56###	 	G1,	245.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=56	1	0	11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione	1	NIST17;	-1
51	1	498.289	1	498.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:51###	 	G1,	187.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=51	1	1	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	24
50	1	264.143	1	264.143	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:50###	 	G1,	27.85	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=50	1	1	N/A	0	N/A	55
53	1	203.053	1	203.053	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:53###	 	G1,	19.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=53	1	1	N/A	0	N/A	-1
52	1	522.356	1	522.356	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:52###	 	G1,	315.2	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=52	1	1	Spectral Match to 1-Octadecyl-2-acetyl-sn-glycero-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
537	1	356.352	1	356.352	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:537###	 	G1,	290.47	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=537	1	1	Spectral Match to Chenodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	179
536	1	438.297	1	438.297	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:536###	 	G1,	314.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=536	1	1	Benzoic acid, 4-[[(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]-2,4,6,9-pentadecatetraen-1-yl]thio]-	1	NIST17;	119
535	1	269.247	1	269.247	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:535###	 	G1,	333.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=535	1	0	Methyl palmitoleate	1	NIST17;	23
63	1	524.37	1	524.37	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:63###	 	G1,	327.63	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=63	1	1	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
533	1	961.448	2	481.224	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:533###	 	G1,	120.39	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=533	1	0	N/A	0	N/A	127
532	1	380.217	1	380.217	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:532###	 	G1,	152.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=532	1	1	Val Thr Phe	1	METLIN;	35
531	1	305.183	1	305.183	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:531###	 	G1,	206.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=531	1	0	Methylergonovine	1	NIST17;	11
530	1	231.171	1	231.171	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:530###	 	G1,	89.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=530	1	0	Spectral Match to Val-Ile from NIST14	1	GNPS-NIST14-MATCHES;	35
539	1	548.371	1	548.371	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:539###	 	G1,	319.46	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=539	1	1	1-Oleoyl-sn-glycero-3-phosphocholine	1	NIST17;	3
538	1	419.241	1	419.241	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:538###	 	G1,	321.11	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=538	1	0	CoQ4; [M+H]+ C29H43O4	1	PNNL-LIPIDS-POSITIVE;	208
987	1	211.169	1	211.169	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:987###	 	G1,	187.13	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=987	1	0	Hexadecanedioic acid	1	NIST17;	117
775	1	682.352	2	341.676	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:775###	 	G1,	114.87	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=775	1	0	Spectral Match to Ile-Met from NIST14	1	GNPS-NIST14-MATCHES;	4
988	1	1021.57	2	511.286	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:988###	 	G1,	176.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=988	1	1	N/A	0	N/A	-1
989	1	756.362	2	378.681	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:989###	 	G1,	93.13	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=989	1	1	N/A	0	N/A	-1
774	1	482.272	2	241.636	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:774###	 	G1,	117.65	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=774	1	0	N/A	0	N/A	198
982	1	668.362	2	334.681	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:982###	 	G1,	151.23	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=982	1	0	N/A	0	N/A	-1
983	1	554.345	1	554.345	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:983###	 	G1,	283.66	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=983	1	1	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
980	1	461.363	1	461.363	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:980###	 	G1,	311.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=980	1	0	Spectral Match to Sumaresinolic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
981	1	644.434	2	322.717	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:981###	 	G1,	147.91	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=981	1	0	N/A	0	N/A	-1
986	1	1279.79	2	640.393	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:986###	 	G1,	260.5	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=986	1	1	N/A	0	N/A	-1
777	1	765.565	1	765.565	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:777###	 	G1,	284.94	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=777	1	0	Spectral Match to Deoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
984	1	347.279	1	347.279	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:984###	 	G1,	281.98	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=984	1	0	Spectral Match to 12,13-DiHOME from NIST14	1	GNPS-NIST14-MATCHES;	23
985	1	401.287	2	201.144	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:985###	 	G1,	106.99	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=985	1	1	Ile-Arg	1	NIST17;	38
115	1	358.282	1	358.282	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:115###	 	G1,	271.82	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=115	1	1	Spectral Match to Chenodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
114	1	263.139	1	263.139	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:114###	 	G1,	120.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=114	1	0	Spectral Match to Leu-Pro from NIST14	1	GNPS-NIST14-MATCHES;	180
117	1	379.295	1	379.295	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:117###	 	G1,	236.21	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=117	1	0	N/A	0	N/A	203
116	1	596.255	1	596.255	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:116###	 	G1,	206.95	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=116	1	0	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	24
111	1	468.309	1	468.309	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:111###	 	G1,	294.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=111	1	1	Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
110	1	299.257	1	299.257	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:110###	 	G1,	330.76	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=110	1	0	Spectral Match to Ricinoleic acid methyl ester from NIST14	1	GNPS-NIST14-MATCHES;	23
113	1	359.293	1	359.293	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:113###	 	G1,	325.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=113	1	0	Lithocholic acid	1	NIST17;	41
112	1	494.257	1	494.257	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:112###	 	G1,	213.84	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=112	1	1	Taurocholic acid	1	NIST17;	39
771	1	607.314	2	304.157	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:771###	 	G1,	234.8	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=771	1	1	N/A	0	N/A	-1
119	1	355.263	1	355.263	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:119###	 	G1,	227.63	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=119	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
118	1	593.332	1	593.332	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:118###	 	G1,	273.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=118	1	0	N/A	0	N/A	11
770	1	1288.63	2	644.815	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:770###	 	G1,	143.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=770	1	1	GalNAc1-4[Fuc1-3]GlcNAc-Sp	1	METLIN;	-1
773	1	498.34	2	249.67	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:773###	 	G1,	108.77	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=773	1	0	Spectral Match to Ile-Pro-Lys from NIST14	1	GNPS-NIST14-MATCHES;	4
772	1	313.273	1	313.273	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:772###	 	G1,	337.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=772	1	0	Spectral Match to Ricinoleic acid methyl ester from NIST14	1	GNPS-NIST14-MATCHES;	23
