#SampleID	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	host_body_site_s	miscellaneous_parameter_s	disease	day	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	collection_date_s	environment_biome_s	environment_feature_s	environment_material_s	environmental_package_s	geographic_location_country_and_or_sea_s	geographic_location_latitude_s	geographic_location_longitude_s	host_common_name_s	host_diet_s	host_sex_s	host_taxid_s	investigation_type_s	library_construction_method_s	nucleic_acid_extraction_s	project_name_s	sample_storage_temperature_s	sequencing_method_s
ERR537742	SAMEA2603694	ERX502945	9	6	ERR537742	ERS481654	Lund Chronic Parasite 2014_105	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537743	SAMEA2603695	ERX502946	13	9	ERR537743	ERS481655	Lund Chronic Parasite 2014_106	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537744	SAMEA2603696	ERX502947	15	10	ERR537744	ERS481656	Lund Chronic Parasite 2014_107	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537745	SAMEA2603697	ERX502948	15	10	ERR537745	ERS481657	Lund Chronic Parasite 2014_108	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537746	SAMEA2603698	ERX502949	12	8	ERR537746	ERS481658	Lund Chronic Parasite 2014_109	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537747	SAMEA2603699	ERX502950	15	10	ERR537747	ERS481659	Lund Chronic Parasite 2014_110	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537748	SAMEA2603700	ERX502951	11	7	ERR537748	ERS481660	Lund Chronic Parasite 2014_111	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537749	SAMEA2603701	ERX502952	12	8	ERR537749	ERS481661	Lund Chronic Parasite 2014_112	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537750	SAMEA2603702	ERX502953	12	7	ERR537750	ERS481662	Lund Chronic Parasite 2014_113	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537751	SAMEA2603703	ERX502954	12	7	ERR537751	ERS481663	Lund Chronic Parasite 2014_114	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537752	SAMEA2603704	ERX502955	12	7	ERR537752	ERS481664	Lund Chronic Parasite 2014_115	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537753	SAMEA2603705	ERX502956	19	12	ERR537753	ERS481665	Lund Chronic Parasite 2014_116	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537754	SAMEA2603706	ERX502957	12	8	ERR537754	ERS481666	Lund Chronic Parasite 2014_117	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537755	SAMEA2603707	ERX502958	17	10	ERR537755	ERS481667	Lund Chronic Parasite 2014_118	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537756	SAMEA2603708	ERX502959	11	7	ERR537756	ERS481668	Lund Chronic Parasite 2014_119	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537757	SAMEA2603709	ERX502960	16	11	ERR537757	ERS481669	Lund Chronic Parasite 2014_120	Cecum content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537758	SAMEA2603710	ERX502961	11	7	ERR537758	ERS481670	Lund Chronic Parasite 2014_121	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537759	SAMEA2603711	ERX502962	11	7	ERR537759	ERS481671	Lund Chronic Parasite 2014_122	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537760	SAMEA2603712	ERX502963	13	8	ERR537760	ERS481672	Lund Chronic Parasite 2014_123	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537761	SAMEA2603713	ERX502964	12	8	ERR537761	ERS481673	Lund Chronic Parasite 2014_124	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537763	SAMEA2603715	ERX502966	15	10	ERR537763	ERS481675	Lund Chronic Parasite 2014_126	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537764	SAMEA2603716	ERX502967	14	9	ERR537764	ERS481676	Lund Chronic Parasite 2014_127	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537765	SAMEA2603717	ERX502968	10	7	ERR537765	ERS481677	Lund Chronic Parasite 2014_128	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537766	SAMEA2603718	ERX502969	15	10	ERR537766	ERS481678	Lund Chronic Parasite 2014_129	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537767	SAMEA2603719	ERX502970	12	8	ERR537767	ERS481679	Lund Chronic Parasite 2014_130	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537768	SAMEA2603720	ERX502971	19	12	ERR537768	ERS481680	Lund Chronic Parasite 2014_131	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537769	SAMEA2603721	ERX502972	11	7	ERR537769	ERS481681	Lund Chronic Parasite 2014_132	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537771	SAMEA2603723	ERX502974	16	10	ERR537771	ERS481683	Lund Chronic Parasite 2014_134	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537772	SAMEA2603724	ERX502975	3	2	ERR537772	ERS481684	Lund Chronic Parasite 2014_135	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537775	SAMEA2603727	ERX502978	17	11	ERR537775	ERS481687	Lund Chronic Parasite 2014_138	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537762	SAMEA2603714	ERX502965	15	10	ERR537762	ERS481674	Lund Chronic Parasite 2014_125	Colon content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537770	SAMEA2603722	ERX502973	17	11	ERR537770	ERS481682	Lund Chronic Parasite 2014_133	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537773	SAMEA2603725	ERX502976	11	7	ERR537773	ERS481685	Lund Chronic Parasite 2014_136	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537774	SAMEA2603726	ERX502977	12	8	ERR537774	ERS481686	Lund Chronic Parasite 2014_137	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537776	SAMEA2603728	ERX502979	14	9	ERR537776	ERS481688	Lund Chronic Parasite 2014_139	Colon content	Infected day 35	Infected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
